restaurant_name,restaurant_latitude,restaurant_longitude,rating,price,category,tel,address,distance
Kivi,38.455496,27.118839,3.0,,['Turkish'],+902323641028,"1723. Sok. No: 9, 35110 İzmir, Turkey",131.14960783169852
Pizza Villa,38.4560149542572,27.1175898994751,3.5,₺,['Pizza'],,"Donanmacı Mah., Karşıyaka, 35530 İzmir, Turkey",251.41107183861993
Enver Usta Et Lokantası,38.4582315230181,27.1158718121337,4.3,₺,['Turkish'],,"1878. Sk ., Karşıyaka, 35110 İzmir, Turkey",507.84513673659455
Ezo Ana Mantı Evi,38.4593993,27.1205925,5.0,,['Turkish'],,"İzmir Adliye Sarayı Yanı, Bayraklı, 35530 Izmir, Turkey",459.0513765093214
Kent Restoran,38.450777,27.106885,4.3,₺₺₺,['Seafood'],+902323693074,"Yalı Cad., Karşıyaka, 35520 İzmir, Turkey",353.18051969265804
Bolu Mangal Bostan,38.4518219,27.1041843,5.0,,"['Turkish', 'Barbeque']",+902324412500,"Kazım Dirik Cad. No.7, Pasaport, 35580 İzmir, Turkey",615.3857518714035
Dante Cafe & Bar,38.4490935620889,27.1116020902991,4.2,₺₺,"['Bars', 'Cafeteria']",+902323230317,"Aksoy Mahallesi, Park İçi Yolu, 35580 Karşıyaka/İzmir, Turkey",98.27215737193744
Agora Çaycısı,38.5116882,27.3222008,3.6,₺₺,"['Coffee & Tea', 'Cafeteria', 'Cafes']",+902324642042,"Yalı Cad., No: 294 D: 1/A, 35600 İzmir, Turkey",272.14626313909463
Aksoy Pide Salonu,38.4550674041927,27.1069512912487,5.0,,['Turkish'],+902323236643,"Aksoy Mah., 1745 Sok. No:17/A, Karşıyaka, 35110 İzmir, Turkey",697.3615705544638
Aralık Sonu Ocakbaşı,38.45606,27.099699,4.5,₺,['Barbeque'],+902323370574,"Cemal Gürsel Cad., 1788 Sok. No:3/A, 35590 İzmir, Turkey",1197.63315545366
Durock,38.4522488985563,27.1162665132447,4.0,,"['Pubs', 'Cafes', 'Coffee & Tea']",+902323645666,"Yalı Cad. No:318 /A, Karşıyaka, 35520 İzmir, Turkey",582.6362941170809
Rakım 35 Restaurant,38.4507420277827,27.1128831989502,4.0,,['Seafood'],+902323686935,"Yalı Cad. No:376, Karşıyaka, 35480 İzmir, Turkey",244.34255946085284
Öz Servet Pide ve Lahmacun Salonu,38.456469,27.10856,5.0,,"['Lahmacun', 'Kebab']",+902323648485,"Aksoy Mah., 1735 Sok. No:85/A, 35580 İzmir, Turkey",796.9996861996729
Bostanlı Temiz Mandıra,38.4552108603492,27.0999070976692,4.4,,"['Seafood', 'Turkish', 'Breakfast & Brunch']",+902323623400,"Bostanlı Mah., Cemal Gürsel Cad. No:476/3A, 35590 İzmir, Turkey",1127.402976046071
Giritli Restaurant,38.453369,27.097099,4.4,,"['Turkish', 'Greek']",+902327121188,"Hurriyet Bulv. No  38, 35590 İzmir, Turkey",657.4437177907818
Denizpark Cafe & Restaurant,38.453428,27.096904,4.3,₺₺₺,"['Breakfast & Brunch', 'Turkish', 'Cafes']",+902323300029,"Hasan Ali Yücel Blv., Karşıyaka, 35590 İzmir, Turkey",675.646248786393
Meşhur Midyeci Ahmet,38.45764,27.098856,4.4,₺₺,['Seafood'],+902323622610,"Bostanlı Mah. Şehitler Bulv., No: 10/B, 35590 İzmir, Turkey",851.8252306519715
Kalispera Restaurant,38.4578411,27.0971268,4.8,,['Turkish'],+902323305051,"Cemal Gürsel Cad. No: 520/A, Bostanlı, 35590 İzmir, Turkey",958.5056498678547
Fuat'in Yeri,38.45703,27.097853,5.0,,"['Tapas/Small Plates', 'Pubs']",+902323621046,"Bostanlı Mah., 1807/2. Sk No:16, 35600 İzmir, Turkey",848.7168103682509
Sir Winston Tea House,38.454536,27.100211,4.0,₺₺₺,"['Coffee & Tea', 'Cafes']",+902323309575,"Bostanlı Mah. Cemal Gürsel Cad., No: 474/A, Eski Böcük Yeri, İzmir, Turkey",504.70564634085
Coffemania,38.451355,27.10473,4.5,₺,"['Cafes', 'Coffee & Tea']",+902323362676,"Bostanlı Mah., Cemal Gürsel Cad., 35480 İzmir, Turkey",57.27379003503993
Caddeboyu Balık,38.451355,27.10473,3.0,,['Seafood'],,"Cemal Gürsel Cad., 35480 İzmir, Turkey",57.27379003503993
Olta Balık,38.4545425,27.1001716,3.8,,['Seafood'],+902323370461,"Cemal Gürsel Cad. 476/5 A Bostanlı, Karşıyaka, 35590 İzmir, Turkey",507.55347248554756
Black Jack BBQ,38.4599246,27.0915884,5.0,,"['Barbeque', 'Steakhouses', 'Cocktail Bars']",+902323373729,"Cengiz Topel Cad. No:32/A, Bostanlı, 35590 İzmir, Turkey",716.2353990945
Cafe Ponte Cheese Cake House,38.4582116165063,27.0950116342481,4.4,₺₺,"['Coffee & Tea', 'Desserts', 'Cafes']",+902323628444,"Bostanlı Mah., Bestekar Yusuf Nalkesen Sok. No:14/A, 35540 İzmir, Turkey",418.0973489036039
Doyuran Pide,38.456828,27.098532,4.0,₺,['Turkish'],+902323369176,"Bostanlı Mah., Yalı Cad. No: 73, 35590 İzmir, Turkey",281.50685994331576
Aşcı Balık Restoran,38.457918,27.096874,5.0,,['Seafood'],+902323366635,"Bostanlı Mah., Cemal Gürsel Cad. No: 516/C, 35540 İzmir, Turkey",356.84860708354495
The Best Cafe,38.4585686,27.0964699,4.0,₺,"['Coffee & Tea', 'Cafes']",+902323622041,"Bostanlı Mah., 1807 Sok. No: 71/A, 35590 İzmir, Turkey",256.06251759627236
Dönerci Vahap Usta,38.459222,27.107873,5.0,,"['Turkish', 'Kebab']",+902323690533,"1879 Sok. No: 91/B, 35580 İzmir, Turkey",1089.9067878447902
Morisi Girit Mutfağı,38.457083,27.09913,5.0,,['Turkish'],+902323629299,"1738 Sok No: 159/ A, Bostanlı, 35590 İzmir, Turkey",334.92806470591785
Mangal Style,38.464643146662,27.0908845825186,4.0,,['Barbeque'],,"Atakent, 35540 Karşıyaka, Turkey",965.8468801546223
Bosstanlı Meyhane,38.4630252430668,27.092684134841,5.0,,['Tabernas'],+902323306300,"Bostanlı Mah., 6352. Sk. No:2/A, 35590 İzmir, Turkey",773.8781722768476
Alin's Cafe & Restaurant,38.459276,27.093125,4.0,₺₺,"['Bars', 'Italian', 'Cafes']",+902323303518,"Cengiz Topel Cad. No:26/A, Bostanlı, 35590 İzmir, Turkey",359.526207068554
Coffee House,38.4664077,27.0868205,4.0,₺₺,"['Cafes', 'Coffee & Tea', 'Steakhouses']",+902323301999,"Cahar Dudayev Blv., 2034 Sk. 10 6/ BAtakent, Karşıyaka, 35480 İzmir, Turkey",489.4767029095716
Eşreff Fasıllı Meyhane,38.467744,27.086904,4.0,,"['Pubs', 'Restaurants']",+902323624484,"2035. Sok. No: 8, Atakent Yüzme Havuzu Altında, İzmir, Turkey",633.5925496444321
Rokka,38.465903,27.086547,4.5,,"['Turkish', 'Diners']",+902323372233,"2034 Sok. No:106 Atakent, Karşıyaka, 35590 İzmir, Turkey",428.6673620409286
Gondol Cafe & Restoran,38.464802367522,27.0837817783209,4.6,₺₺,"['Cafes', 'Coffee & Tea']",+902323304646,"Cemal Gürsel Cd., Karşıyaka, 35480 İzmir, Turkey",302.13461558554764
Hong Kong Restaurant & Bistro,38.463452,27.092616,3.5,₺₺,['Bistros'],+902323308118,"6349 Sok. No:4/A-B, Bostanlı, 35590 İzmir, Turkey",678.7521090073294
Paprica,38.4597988,27.091565,3.7,₺₺₺,"['Italian', 'Bars']",+902323302804,"Cengiz Topel Cad. No:32 / A Bostanlı, Karşıyaka, 35590 İzmir, Turkey",635.4154788909298
Mavişehir Balıkçı Barınağı,38.46584,27.082076,4.4,₺₺,['Seafood'],,"Mavişehir Sahil, 35590 İzmir, Turkey",472.16548041459674
Meyhane Saki,38.467673,27.086931,4.2,₺₺₺,"['Turkish', 'Seafood']",+902323308086,"Atakent Mah., 2035 Sok. No: 28-30, İzmir, Turkey",626.6197992728834
01 Adana Sofrası,38.472348,27.08398,5.0,,"['Turkish', 'Kebab']",+902323300801,"Mavişehir Mah. Cahar Dadayev Bulv., No: 66/A, İzmir, Turkey",793.6721153696517
Pidezza Grande,38.472364,27.085475,5.0,,"['Pizza', 'Pita']",+902323307464,"6497 Sok. No:8/A, Mavişehir, 35590 İzmir, Turkey",837.2701757393263
Nappo Pizza,38.472329,27.074229,5.0,,['Pizza'],+905454362776,"Mavişehir Mah., Aziz Nesin Blv. C Blok No:24-Z0, 35590 İzmir, Turkey",1005.9331347255254
Ali Kaptan,38.475208,27.077375,4.3,₺₺,['Turkish'],,"Caher Dudayev Bulv., 35590 İzmir, Turkey",875.8249624751378
Kahve Diyarı,38.470802,27.074823,4.0,,"['Coffee & Tea', 'Cafes']",+902323243400,"Mavişehir Mah., 2040 Sok. Ege Park Mavişehir Moda ve Alışveriş Merkezi No: 104 D: 236 K: 2, Ege Park Mavişehir Alışveriş Merkezi 2. Katında, İzmir, Turkey",539.3460680914368
OT,38.471219,27.074863,1.0,,"['Coffee & Tea', 'Cafes']",+902325022849,"Şenlikler Mah., 2040. Sok. No:104, 35590 İzmir, Turkey",569.6811725084677
Bay Döner,38.469788,27.074849,4.0,₺,['Turkish'],+902323246699,"Mavişehir mh., Karşıyaka, 35590 İzmir, Turkey",467.5687168978708
Denizkent Kafe,38.467401462707,27.077170460081,5.0,₺₺,['Cafes'],+902323247252,"2043. Sok. No:9, Mavişehir, 35590 İzmir, Turkey",189.20688628851826
Donerci Osman Usta,38.461112,27.122105,4.0,,['Turkish'],+902323822222,"Hidayet Erzeybek Sok. No: 75/ E, Karşıyaka, 35600 İzmir, Turkey",490.774337242477
Tersane Kafe,38.4589747962431,27.1266781349249,4.0,₺,['Cafes'],+902323684071,"Alaybey Mah., Cemal Gürsel Cad., 35480 İzmir, Turkey",238.64214384405105
Bahçelievler Gözlemecisi,38.467108,27.122121,5.0,,['Gozleme'],,"Bahçelievler Mah., 1851/4 Sok. No:1/A, Karşıyaka, 35520 İzmir, Turkey",841.0844101984989
Fafuly,38.4653520016004,27.1261216972809,5.0,,"['Breakfast & Brunch', 'Black Sea']",+902323824362,"Bahçelievler Mah., Cevdet Bilsay Cad. No:13/B, 35600 İzmir, Turkey",508.8800381770123
Cafe Tarz,38.4635957,27.1266588,3.0,,"['Cafes', 'Coffee & Tea']",+902323811830,"1671 Sok. No: 5 / B, Karşıyaka, 35100 İzmir, Turkey",308.4059476047776
Geçit Pide Salonu,38.458705,27.118844,5.0,,['Turkish'],+902323689516,"1713 Sok. No: 74/B, 35100 İzmir, Turkey",813.7820893509413
Pizza Metro's,38.460774,27.200855,5.0,,['Pizza'],+902323434545,"Mustafa Kemal Cad., No: 119/A, 35030 İzmir, Turkey",813.2754123952852
Cafe Rebel,38.4611587524414,27.2127513885498,3.8,,"['Cafes', 'Breakfast & Brunch', 'Coffee & Tea']",+902323882008,"Suvari Caddesi, No:58/C, 35030 İzmir, Turkey",675.3085590543349
Bornova Ocakbaşı,38.461851,27.210122,4.2,₺₺,['Turkish'],+902323393889,"180/2 Sok. No: 3/D, 35030 İzmir, Turkey",483.5307804268561
Tuzu Biberi Kahvaltı ve Yemek Evi,38.4629908,27.2009576,4.7,,"['Turkish', 'Breakfast & Brunch']",+902329998420,"Fatih Sultan Mehmet Cad. No:55/B, Bornova, 35030 İzmir, Turkey",912.1983144848707
Aynalı Büfe,38.462416,27.20905,3.7,₺,['Fast Food'],+902323431691,"Gediz Cad., No: 16/C, 35320 İzmir, Turkey",390.25999365211004
Cadde Cafe Ve Restorant,38.462306,27.207361,4.0,,"['Cafes', 'Coffee & Tea']",,"Mustafa Kemal Cad., Bornova, 35030 İzmir, Turkey",385.1270877396912
Köfteci Ramiz,38.462925,27.214882,4.3,₺₺₺,['Meatballs'],+902323436171,"Kazım Dirik Mah., Süvari Cd. No:24, Bornova, 35370 İzmir, Turkey",701.1237385629927
Kelle Halil,38.421856,27.140506,4.5,,['Turkish'],+902324893368,"1301. Sok. No: 49, 35920 İzmir, Turkey",366.23325961265454
Yörük Ali,38.422899,27.142949,4.0,₺₺,['Turkish'],+902324251519,"Anafartalar Cad., No: 785/A, 35920 İzmir, Turkey",165.47016363680117
Güzel İzmir Oteli,38.422701,27.1441483,5.0,₺₺,"['Hotels', 'Cafes', 'Coffee & Tea']",+902324835069,"9 Eylul Meydani 1368 Sok. No:8, Basmane, 35530 İzmir, Turkey",202.67663693032537
Titizce Türk Mutfağı,38.425157,27.137705,4.4,₺,['Turkish'],+902324461734,"1370 Sok. No: 20/A, Batıgöz Hastanesi Yakını, İzmir, Turkey",488.2064772615819
Rose Garden 1941,38.4277201,27.1425993,4.5,₺₺,"['Cafes', 'Brasseries', 'Coffee & Tea']",+902324833352,"Fuar Meydanı, 103, Kültür Park , Alsancak, 35920 İzmir, Turkey",376.18476011255825
Breadli,38.4203246,27.1499832,5.0,,['Turkish'],+902323395858,"166. Sk  3 / A küçükpark Bornova, 35040 Bornova, Turkey",741.4725923852435
İtfaiye Restaurant,38.424712,27.138103,4.4,₺,['Turkish'],+902322934757,"Çankaya Mah., Şair Eşref Blv. No:1, 35210 İzmir, Turkey",447.27102694547466
Lozan Pastanesi,38.430237,27.141648,4.3,₺₺₺,"['Bakeries', 'Desserts', 'Cafes']",+902324214307,"Plevne Blv. No:25/E, Alsancak, 35220 İzmir, Turkey",76.35631979683991
B'ready,38.431584,27.142258,5.0,,"['Cafes', 'Burgers']",+902324214914,"Kültür Mah., Zuhal Yorgancıoğlu Sok. No:9-B, 35220 İzmir, Turkey",203.93245986302531
Big Chef,38.47656,27.077401,3.5,₺₺,"['Coffee & Tea', 'Cafes', 'Brasseries']",,"Mavibahçe AVM, Caher Dudayev Blv. 6521. Sok., 35550 İzmir, Turkey",290.50350863438837
İkbal,38.478132498764,27.0752950359523,5.0,,['Turkish'],+902325047879,"Yalı Mah., 6522 Sok. No:3 K:2, 35550 İzmir, Turkey",353.185233477793
Mangal Plus,38.479126,27.076092,4.2,,['Turkish'],+902323240987,"Egepark AVM, 2040 Sok.No:104 D:209  Mavişehir, 35110 İzmir, Turkey",475.17221227534486
Hayal Kahvesi Mavibahçe,38.47531,27.07656,5.0,,"['Turkish', 'Lounges', 'Music Venues']",+905426099010,"Mavişehir Mah., Caher Dudayev Blv., 35540 İzmir, Turkey",405.46075109940557
Kent Ocakbaşı,38.475208,27.077375,4.5,₺₺,"['Barbeque', 'Turkish']",,"Cahar Dudayev Bulv., 35590 İzmir, Turkey",230.95281574430547
Soydan Lokantası,38.469788,27.074849,4.0,₺₺,['Turkish'],+902323245422,"2040. Sok. Ege Park Mavişehir Moda ve Alışveriş Merkezi No: 104 D: 222 K: 2, İzmir, Turkey",578.1171452554183
Has Kahve Evi,38.469788,27.074849,3.0,,"['Coffee & Tea', 'Cafes']",+902323302899,"2040. Sok. Ege Park Mavişehir Moda ve Alışveriş Merkezi No: 104 D: 54 K: 2, İzmir, Turkey",578.1171452554183
Tchibo,38.469788,27.074849,4.0,₺,"['Coffee & Tea', 'Cafes']",+902323241148,"2040. Sok. Ege Park Mavişehir Moda ve Alışveriş Merkezi No: 101 K: 1, Ege Park Mavişehir Moda Ve Alışveriş Merkezi 1. Katında, İzmir, Turkey",578.1171452554183
Kahve Deryası,38.41878,27.125868,2.0,,"['Coffee & Tea', 'Cafes']",+902324899002,"Konak Mh., Mustafa Kemal Sahil Blv. 21-01, 35250 İzmir, Turkey",67.41042105704855
Yalı Döner,38.395392,27.074858,3.0,,['Turkish'],,"Üçkuyular Mah., Gürsel Aksel Bulv. .Göztepe, 35350 İzmir, Turkey",398.2814437162731
Caf'emre,38.395392,27.074858,3.0,,"['Cafes', 'Coffee & Tea']",+902322240400,"Gürsel Aksel Bulv. Göztepe, 35350 İzmir, Turkey",398.2814437162731
Üçkuyular Pide Döner,38.394414,27.070484,4.0,,['Turkish'],+902322851051,"Üç Kuyular Mah., Mehmetçik Bulv. 11. Sok. No: 32/ B, 35290 İzmir, Turkey",260.0582501133474
Yaşar Büfe,38.3948237026642,27.0693053174439,4.0,,"['Barbeque', 'Fast Food', 'Sandwiches']",,"Mehmetçik Bulv., Üçkuyular, 35140 İzmir, Turkey",243.28206929123127
Üçkuyular market tekel bayii,38.3949845,27.07464,3.0,,['Delis'],+902322478612,"Gürsel Aksel Bulv., Üçkuyular ,Göztepe, 35140 İzmir, Turkey",400.9038959577761
Girit Adası Balıkevi,38.4843087190975,27.0943023912128,4.0,₺₺₺,['Seafood'],+902323373434,"Mavişehir Mah., Cehar Dudayev Bulv. No.79/ A, Denizbostanlısı, 35530 İzmir, Turkey",961.5147353778341
Sofram Ev Yemekleri ve Fastfood,38.386001,27.1797502,5.0,,"['Fast Food', 'Homemade Food']",+902324426007,"Adatepe Mah., Buca, 35390 İzmir, Turkey",147.31641613203746
Sini Köşk Restaurant,38.384841,27.169899,4.0,₺₺₺,"['Turkish', 'Kebab', 'Tabernas']",+902324204444,"Uğur Mumcu Cad. No: 53 Buca, 35400 İzmir, Turkey",868.4847956872758
Göl Cafe & Pastane,38.3840712,27.180754,2.0,,"['Bakeries', 'Cafes', 'Coffee & Tea']",,"Adatepe Mah., Erdem Cad., 35370 İzmir, Turkey",103.08220886941453
9 Eylül Pide Salonu,38.3840712,27.180754,4.0,,['Turkish'],+902324203444,"Adatepe Mah., Erdem Cad., 35370 İzmir, Turkey",103.08220886941453
Dürümcü Aybar Dede,38.385579,27.178494,2.0,,"['Turkish', 'Kebab']",+902324205340,"Erdem Cad., No: 41/A, 35370 İzmir, Turkey",155.60023458334348
Chicky Döner,38.3873983,27.1737977,4.0,₺,"['Fast Food', 'Donairs']",+902323430300,"Kazım Dirik Mah., Mustafa Kemal Cad. No:81/A, Bornova, 35370 İzmir, Turkey",608.8625541849411
Çapa Lokantası,38.387627,27.172869,4.5,,['Turkish'],+902324405050,"Uğur Mumcu Cad., No: 10/B, 35370 İzmir, Turkey",691.9860343339977
Has Konyalı,38.389033,27.170256,4.5,,['Turkish'],+902324266100,"Menderes Cad., No: 26/C, 35425 İzmir, Turkey",967.0707612917303
Terracafe,38.3864,27.1836,5.0,,"['Cafes', 'Coffee & Tea']",+902323247538,"8211/7. Sk, çiğli/ataşehir, 35370 İzmir, Turkey",377.9236854739948
Mis Mantı Evi,38.3840712,27.180754,3.0,,['Turkish'],+902324401012,"Adatepe Mah., Erdem Cad. 4.Sok. No:4 Buca, 35390 İzmir, Turkey",103.08220886941453
Tuval Playstation Cafe,38.381987,27.1825538,4.0,,"['Cafes', 'Coffee & Tea']",,"Adatepe Mah., Buca, 35370 İzmir, Turkey",380.38390153104325
Çiğli Park Cafe & Restaurant,38.4676018,27.2207794,3.5,,['Turkish'],+902323862535,"İstasyonaltı Mah., 80010/4 Sok. No: 3, 35630 İzmir, Turkey",269.4239883282034
Heykel Tekel & Çerez,38.391915,27.1769231,3.0,,['Delis'],,"Buca Heykel, 35390 İzmir, Turkey",844.367079340765
May Tekel Çerez & Şarküteri,38.391915,27.1769231,3.0,,['Delis'],,"Buca Heykel, 35390 İzmir, Turkey",844.367079340765
Cafe Korner,38.3836937,27.1809158,3.0,,"['Cafes', 'Coffee & Tea']",,"Adatepe Mah., Erdem Cad. No:35/ C Buca, 35370 İzmir, Turkey",1267.8589872434243
Sandwich Store,38.3889057,27.1791171,4.0,,"['Turkish', 'Italian', 'Sandwiches']",+902324413343,"1379 Sok. 53/Z-5, Çankaya, 35370 İzmir, Turkey",474.4383206329385
Safinaz,38.389727,27.167454,4.0,,['Fast Food'],+902324204550,"Menderes Cad., No: 26/A, 35425 İzmir, Turkey",1234.485729630291
